Material ;Materialbeschreibung ;Liefereinheit;Maßeinheit ;Bearbeitbares Material ;Industrie;Katalogbeschreibung ;EAN/UPC;EAN in Auftragseinheit ;Materialklassifizierung ;UNSPSC Klassifizierung ;Statische Warennummer ;Herkunftsland ;Lager ;Arbeitshöchstgeschwindigkeit;Max. RPM ;Einheit;Bruttogewicht ;Nettogewicht ;Gewichtseinheit ;Form;Formzusatz;Form beschreibung;Korngröße ;Spezifikation ;Abmessung ;Hauptabmessung 1;Hauptabmessung 12;Hauptabmessung 3;Hauptabmessung 5;Hauptbild ;Bild Frontansicht;Bild Rückansicht ;Bild Seitenansicht ;Bild isometrisch ;Gruppenbild ;Bild Detail ;Anwendungsbild ;Qualitätslinie ;Level 1 ID;Level 1;Level 2 ID;Level 2;Level 3 ID;Level 3;Level 4 ID;Level 4;Materialbezeichnung ;Materialbezeichnung (ohne Tyrolit);Materialbezeichnung (60 Zeichen);Materialbezeichnung (50 Zeichen);Materialbezeichnung (40 Zeichen);Materialbezeichnung (30 Zeichen);Materialuntertitel (30 Zeichen);Titel Produktbeschreibung ;Produktuntertitel ;Beschreibung Kurztext ;Beschreibung Langtext ;Anwendung 1;Anwendung 2;Anwendung 3;Empfehlung 1 ;Empfehlung 2;Empfehlung 3;Empfehlung 4;Empfehlung 5;Produktvorteil 1 ;Produktvorteil 2;Produktvorteil 3;Produktvorteil 4;Produktvorteil 5;Materialgruppe ;Video 1 ;Video 1 Kategorie ;Video 2 ;Video 2 - Kategorie;Video 3 ;Video 3 - Kategorie ;Video 4;Video 4 - Kategorie ;Video 5 ;Video 5 - Kategorie 
102859;UC3 600x5x60 DCCI;1;ST;Stahl;Bau-Profi ;Diamant Trennsäge;9003171028591;9009011028592;21011311;31191502;68042100;VN;X;0;0;rpm;6,67;6,67;kg;UC3;RSS;;0;DCCI;D x T x H;600 x 5 x 60;600;5;60;35811__UC3_500x4_7x25_4_TN34576851_front_MDB.jpg;35811__UC3_500x4_7x25_4_TN34576851_front_MDB.jpg;35811__UC3_500x4_7x25_4_TN34576851_detail2_MDB.jpg;35811__UC3_500x4_7x25_4_TN34576851_detail1_MDB.jpg;35811__UC3_500x4_7x25_4_TN34576851_iso_MDB.jpg;;35811__UC3_500x4_7x25_4_TN34576851_detail3_MDB.jpg;;PREMIUM;20011;Diamantwerkzeuge;20313;Wandsägeblätter;318;Wandsäge;35811;DCCI Diamanttrennscheibe fu?r Grau- und Sphäroguss sowie Stahl;Tyrolit DCCI Diamanttrennscheibe PREMIUM Stahl 600x5x60;DCCI Diamanttrennscheibe PREMIUM Stahl 600x5x60;DCCI Diamanttrennscheibe PREMIUM 600x5x60;DCCI Diamanttrennscheibe 600x5x60;DCCI Diamanttrennscheibe;DCCI Diamanttrennscheibe;;DCCI Diamanttrennscheibe;fu?r Grau- und Sphäroguss sowie Stahl;Die DCCI Diamanttrennscheibe ist ideal für die Bearbeitung von Grau- und Sphäroguss sowie Stahl und wurde speziell für den Einsatz auf Wandsägen entwickelt. Sie überzeugt durch hohe Schnittleistung, schnellen Vorschub und maximale Lebensdauer dank robustem Stahlkern und optimaler Kornanbindung.;Die DCCI Diamanttrennscheibe ist ideal für die Bearbeitung von Grau- und Sphäroguss sowie Stahl und wurde speziell für den Einsatz auf Wandsägen entwickelt. Sie überzeugt durch hohe Schnittleistung, schnellen Vorschub und maximale Lebensdauer dank robustem Stahlkern und optimaler Kornanbindung.;"Zur Bearbeitung von Gusseisen, Grauguss und Sphäroguss; auch Stahl";Fu?r den Einsatz auf Wandsägen;Empfohlene Umfangsgeschwindigkeit 45-60 m/s, je nach Material;;;;;;Ausgeprägter Kornüberstand sorgt für höheren Vorschub und eine sehr hohe Schnittleistung;Optimale Bindung der Diamantkörner am Stammblatt gewährleistet eine besonders lange Lebensdauer;Stabile, hochwertige Stahlkerne bieten hohe Laufruhe und zuverlässige Stabilität im Einsatz;;;DPN20;https://vimeo.com/128994334;PROD;;;;;;;;
102859;UC3 600x5x60 DCCI;1;ST;Guss;Trennen global;Diamant Trennsäge;9003171028591;9009011028592;21011311;31191502;68042100;VN;X;0;0;rpm;6,67;6,67;kg;UC3;RSS;;0;DCCI;D x T x H;600 x 5 x 60;600;5;60;12563__focur_sa_cut_off_wheel_front_mdb.jpg;12563__focur_sa_cut_off_wheel_front_mdb.jpg;;;;12563__focur_sa_cut_off_wheel_group_mdb.jpg;12563__focur_sa_cut_off_wheel_detail_mdb.jpg;;PREMIUM;19999;Trennscheiben;20108;Stationäre Trennscheiben;249;Stationäre Trennmaschine;12563;PREMIUM FOCUR SA Trennscheiben für Grau- und Sphäroguss;Tyrolit DCCI Diamanttrennscheibe PREMIUM Stahl 600x5x60;DCCI Diamanttrennscheibe PREMIUM Stahl 600x5x60;DCCI Diamanttrennscheibe PREMIUM 600x5x60;DCCI Diamanttrennscheibe 600x5x60;DCCI Diamanttrennscheibe;DCCI Diamanttrennscheibe;;PREMIUM FOCUR SA Trennscheiben;für Grau- und Sphäroguss;Speziell entwickelte Diamant-Hochleistungstrennscheibe zum stationären Trennen von Werkstücken aus Grau- und Sphäroguss. Geeignet für alle gängigen stationären Trennmaschinen. ;Die PREMIUM FOCUR SA Diamanttrennscheibe ist Ihr idealer Partner bei der stationären Bearbeitung von Grau- und Sphäroguss. Im Vergleich zu gewöhnlichen Kunstharz-Trennscheiben bietet dieses Werkzeug eine um bis zu 25mal längere Standzeit. Profitieren Sie von der außergewöhnlichen Aggressivität dieser Scheibe, welche nicht zuletzt durch die Verwendung von Diamantkörnern erreicht wird. ;Zur Bearbeitung von Grau- und Sphäroguss;;;;;;;;DIN 13236 Sicherheitsnorm ;Höchste Aggressivität mit unglaublicher Standzeit dank innovativer Produktionstechniken und der Verwendung von Diamantkörnern;Bis zu 25-fach höhere Standzeit als Kunstharz gebundene Werkzeuge;;;DPN20;;;;;;;;;;
102902;12A2F 125x23x20 D126B DIAGO;1;ST;Hartmetall;Präzision Handel;12A2F SCHLEIFTELLER;9003171029024;9009011029025;21011313;31191506;68042100;AT;S;50;0;rpm;0,679;0,679;kg;12A2F;F;;126;5 - 4;D x T x H;125 x 23 x 20;125;23;20;889__12a2f_sn102902_front_mdb.jpg;889__12a2f_sn102902_front_mdb.jpg;;;;;;;Keine Qualitätslinie;20009;Präzisionsschleifmittel;20054;Werkzeugschleifscheiben;31317;Werkzeugschleifscheiben;889;CNC-Werkzeugschleifscheiben kunstharzgeb. Diamant für den Trockenschliff für Hartmetall;Tyrolit Diamant Schleifteller Trockenschliff 125x23x20 mm D126 B Hartmetall;Diamant Schleifteller Trockenschliff 125x23x20 mm D126 B Hartmetall;Tyrolit Schleifteller D126 B 125x23x20 Hartmetall;Tyrolit Schleifteller 125x23x20 Hartmetall;Tyrolit Schleifteller 125x23x20;Tyrolit Schleifteller;125x23x20 Hartmetall;CNC-Werkzeugschleifscheiben kunstharzgeb. Diamant für den Trockenschliff;für Hartmetall;Kunstharzgebundene Diamant-Schleifscheibe für den Trockenschliff aller spanabhebenden Werkzeuge aus Hartmetall in der Holz- und Metallindustrie sowie diverser Schermessern. Geeignet für CNC-Schleifmaschinen.;Dieses Werkzeug ermöglicht Ihnen das Schleifen sämtlicher spanabhebenden Werkzeuge aus Hartmetall für die Holz- und Metallindustrie sowie diverser Schermesser. Bei diesen Produkten handelt es sich um Teller- und Topfscheiben im Diamant-Korngrößenbereich D181 - D64. Diamantscheiben besitzen im Vergleich zu Siliciumcarbidscheiben einen wesentlich geringeren Verschleiß und eine höhere Maßhaltigkeit.;Für den Trockenschliff aller spanabhebenden Werkzeuge aus Hartmetall in der Holz- und Metallindustrie sowie diverser Schermessern;;;;;;;;Universeller Einsatz;Hohe Standzeiten;Kühler Schliff;;;DPD10;;;;;;;;;;
103020;C77W 650x3,9x25,4 FSLP1-C;1;ST;Beton;Baufachhandel;C77W 50088F DIAMANTKREISSAEGE;9003171030204;9009011030205;;;68042100;AT;;63;0;rpm;7,922;7,545;kg;C77W;;;38;20 - 3,9 - 10;D x T x H;650 x 3,9 x 25,4;650;3,9;25,4;527__c77w_600x4-4x25-4_fslp1-c_tn34219264_front_mdb.jpg;527__c77w_600x4-4x25-4_fslp1-c_tn34219264_front_mdb.jpg;;;527__c77w_600x4-4x25-4_fslp1-c_tn34219264_iso_mdb.jpg;;;;PREMIUM;20011;Diamantwerkzeuge;20114;Fugenschnitt-Sägeblätter;133;Fugenschneider;527;FSL-C Fugenschnittblatt fu?r Altbeton | in TGD® Technologie;Tyrolit FSL-C Fugenschnittblatt TGD® PREMIUM Beton 650x3,9x25,4;FSL-C Fugenschnittblatt TGD® PREMIUM Beton 650x3,9x25,4;FSL-C Fugenschnittblatt TGD® PREMIUM 650x3,9x25,4;FSL-C Fugenschnittblatt 650x3,9x25,4;FSL-C Fugenschnittblatt;FSL-C Fugenschnittblatt;;FSL-C Fugenschnittblatt;fu?r Altbeton | in TGD® Technologie;"Kraftvoll und präzise: Unsere Sägeblätter bis Ø 1 200 mm schneiden Beton bis 50 cm mühelos – mit Schutzsegmenten, langer Lebensdauer und maschinenschonendem Schnittverhalten.

";Maschinen bis 15 kW | weiche bis sehr harte Zuschläge. Details: Bis Durchmesser 1 200 mm lasergeschweißt. Spezielle Segmentform mit Schutzfunktion gegen vorzeitigen Verschleiß des Stammblattes in der Verbindungszone (Undercutting-Effekt). Geeignet für Sanierung, Rückbau und Abbruch von Straßen, Autobahnen, Flughäfen, Brücken und Industriehallen. Auch zum Entfernen schadhafter Betondecken und für Deckendurchbrüche bis zu einer Stärke von 50 cm. Die Werkzeuge zeichnen sich durch einen extrem schnellen Schneidvorschub, sehr hohe Lebensdauer und einen geringen Schnittdruck aus, was die Maschine schont.;Maschinen bis 15 kW;Weiche bis sehr harte Zuschläge;;"Für mittelstarke Fugenschneider 15 bis 25 kW;  elektrische und Diesel betriebene Maschinen ";Optimal geeignet für mittelharte Zuschläge ;;;"Umfangsgeschwindigkeit für Altbeton mit weichen Zuschlagstoffen und wenig Armierung  40-50 m/s; für Altbeton mit harten Zuschlagsstoffen 35-45 m/s";Segment in TGD® Technologie für ein optimales und einfaches Zerspanen des Materials mit gutem Selbstschäfungsgrad von Beginn bis zum Ende;Ausgezeichnete Schnittleistung dank selbstschärfendem System aus hochwertigen, konzentrierten Diamantkörnern in optimaler Bindung;Höchste Wirtschaftlichkeit und unübertroffene Resultate dank maximaler Schnittigkeit und längster Lebensdauer;Robuste und hochwertige Stahlkerne mit spezieller Hinterlochung sorgen für Stabilität und spürbare Laufruhe;Durchmesserbereich 350 bis 1 200 mm (1 600 mm) lasergeschweißt;DGS30;https://vimeo.com/128994334;PROD;;;;;;;;
103283;C6R 230x2,4x22,23 DCUP1-FC;1;ST;Universal;Baufachhandel;C6R DIAMANTKREISSAEGE;9003171032833;9009011032834;21011313;31191506;68042100;TH;N;80;0;rpm;0,568;0,541;kg;C6R;R;;30;26,3 - 2,4 - 9;D x T x H;230 x 2,4 x 22,23;230;2,4;22,23;986__c6r_230x2-4x22-23_dcup1-roofers_tn103283_front_mdb.jpg;986__c6r_230x2-4x22-23_dcup1-roofers_tn103283_front_mdb.jpg;;986__c6r_230x2-4x22-23_dcup1-roofers_tn103283_side_mdb.jpg;986__c6r_230x2-4x22-23_dcup1-roofers_tn103283_iso_mdb.jpg;;;;PREMIUM;20011;Diamantwerkzeuge;20102;Trockenschnitt-Sägeblätter;38;Winkelschleifer;986;Dachdeckerscheibe für alle gängigen Dachmaterialien;Tyrolit Dachdeckerscheibe PREMIUM Univer. 230x2,4x22,23;Dachdeckerscheibe PREMIUM Univer. 230x2,4x22,23;Dachdeckerscheibe PREMIUM 230x2,4x22,23;Dachdeckerscheibe 230x2,4x22,23;Dachdeckerscheibe;Dachdeckerscheibe;;Dachdeckerscheibe;für alle gängigen Dachmaterialien;Entwickelt für alle gängigen Dachmaterialien – von Beton bis Faserzement. Gerippter Schneidbelag und gehärteter Stahlkern sorgen für saubere Schnitte bei minimalem Schneiddruck.;Die TYROLIT Dachdeckerscheibe wurde speziell für die vielfältigen Anwendungsfälle des Dachdeckers entwickelt und eignet sich zum Trennen aller gängigen Dachmaterialien – von Beton bis Tondachziegel bis Faserzement. Der gerippte Schneidbelag und der gehärtete Stahlkern sorgen für minimalen Schneiddruck und saubere, gerade Schnitte über die gesamte Lebensdauer.;Zur Bearbeitung von Beton, Porenbeton, Dachziegeln, Ziegeln, Mauerwerk und harten Werkstoffen;"Geeignet für alle gängigen Winkelschleifer
 ";;Für schnelles und sauberes Bearbeiten von Dachmaterial;;;;;Ausgezeichnete Schnittleistung dank selbstschärfendem System aus hochwertigen, konzentrierten Diamantkörnern in optimaler Bindung;Saubere Schnittkanten aufgrund des geschlossenen Schneiderands;Höchste Wirtschaftlichkeit dank maximaler Schnittigkeit und längster Lebensdauer;Robuste und hochwertige Stahlkerne sorgen für Stabilität und spürbare Laufruhe;;DGR20;;;;;;;;;;
103394;52ZY 32x32-6x40 88A46P5V38;25;ST;Stahl;Schleifen;52ZY SCHLEIFSTIFT ZYLINDRISCH;9003171033946;9009011033947;21011316;31191510;68042230;US;X;35;0;rpm;0,075;0,075;kg;52ZY;ZY;Schleifstift zylindrisch;46;88A 46 P5 V38;D x T - S x L;32 x 32 - 6 x 40;32;32;0;416__52zy_32x40-6x40_88a46p5v38_tn2248_mdb.jpg;416__52zy_32x40-6x40_88a46p5v38_tn2248_mdb.jpg;;;;;;;PREMIUM;20005;Schleifstifte;20023;Schleifstifte;256;Geradschleifer;416;PREMIUM Keramische Stifte für Stahl;Tyrolit Schleifstift Keramisch 52ZY 32x32-6x40 A46 P5 PREMIUM Stahl;Schleifstift Keramisch 52ZY 32x32-6x40 A46 P5 PREMIUM Stahl;Tyrolit Schleifstift Keramisch 52ZY 32x32-6x40 Stahl;Tyrolit Schleifstift 52ZY 32x32-6x40 V Stahl;Tyrolit Schleifstift 52ZY 32x32-6x40;Tyrolit Schleifstift 52ZY V;32x32-6x40 A46 Stahl;PREMIUM Keramische Stifte;für Stahl;Hochleistungs Schleifstifte zum Entgraten, Anfasen und Kantenbrechen auf verschiedensten Stahlqualitäten. Geeignet für alle gängigen Geradschleifer.;Die PREMIUM Keramischen Schleifstifte bieten oftmals die einzige Möglichkeit, um an schwer erreichbaren Stellen hochwertige Oberflächenergebnisse zu erzielen. Die Stifte garantieren höchstmögliche Standzeiten bei Entgratungs-, Anfas-, und Kantenbrecharbeiten. Durch die optimale Abstimmung aus Spanleistung und zu erreichendem Oberflächenergebnis, können beste Resultate auf verschiedensten Stahlqualitäten erreicht werden.;Für anspruchsvolle Arbeiten auf verschiedenen Stahlqualitäten wie Entgraten, Anfasen und Kantenbrechen;;;Korngröße 24 – 46 für Grobschleifen;Korngröße 60 – 90 für Feinschleifen ;"Verschiedene Härtegrade laut Spezifikation beachten: 
•	O: für hohe Aggressivität
•	P: universell einsetzbar 
";Arbeitsgeschwindigkeit von max. 50 m/s beachten ;;Bietet optimale Abstimmung aus Spannleistung und zu erreichendem Oberflächenergebnis;Besonders für schwer zugängliche Stellen geeignet;Dank keramischer Bindung mit Edelkorund Rosa ideal für unlegierte Stähle;;;AKK10;;;;;;;;;;
103622;90B 50x25x200 1C36L5V15;1;ST;Materialunabhängig;Präzision Handel;90B BANKSTEIN;9003171036220;9009011036221;21011316;31191510;68042230;AT;X;35;0;rpm;0,584;0,473;kg;90B;B;Bankstein rechteckig;36;1C 36 L5 V15;B x C x L;50 x 25 x 200;50;25;200;868__90b_sn28869_iso_mdb.jpg;868__90b_sn28869_iso_mdb.jpg;;;;;;;Keine Qualitätslinie;20009;Präzisionsschleifmittel;20050;Handgeführte Schleifwerkzeuge;155;Handgeführtes Schleifen;868;Bankstein grob keramisch gebunden universell einsetzbar;Tyrolit Bankstein Keramisch 50x25x200 mm C36 Stahl;Bankstein Keramisch 50x25x200 mm C36 Stahl;Tyrolit Bankstein 50x25x200 C36 Stahl;Tyrolit Bankstein 50x25x200 Stahl;Tyrolit Bankstein 50x25x200 mm;Tyrolit Bankstein;50x25x200 mm Stahl;Bankstein grob keramisch gebunden;universell einsetzbar;Grobe Banksteine zum Entgraten von großen Werkstücken auf verschiedenen Werkstoffen.;Grobe Banksteine von Tyrolit verwenden Sie zum Entgraten von großen Werkstücken, welche keine Oberflächenanforderungen besitzen. Diese Banksteine werden beispielsweise für den Vorschliff großer Holzwerkzeuge, wie Holzspalter, verwendet.;Zum Entgraten großer Werkstücke;;;;;;;;Für grobe Anwendungen;Beste Ergebnisse;;;;AKV70;;;;;;;;;;
103851;1 200x25x76,2 C80J5V15;1;ST;"Hartmetall;Guss";"Präzision Handel;B2C Shop";1 GERADE SCHLEIFSCHEIBE;9003171038514;;21011311;31191506;68042230;CZ;X;40;0;rpm;1,285;1,285;kg;1;;gerade Schleifscheibe;80;C 80 J5 V15;D x T x H;200 x 25 x 76,2;200;25;76,2;855__1_200x20x20_c120j5v15_tn34163216_front_mdb.jpg;855__1_200x20x20_c120j5v15_tn34163216_front_mdb.jpg;855__1_sn3209_front_mdb.jpg;;;;855__1_200x20x20_c120j5v15_tn34163216_front_mdb.jpg;;Keine Qualitätslinie;20009;Präzisionsschleifmittel;20053;Schleifbockscheiben;134;Schleifbock;855;Schleifbockscheiben keramisch konventionell für Hartmetall und Gusseisen;Tyrolit Schleifbockscheibe keramisch 200x25x76,2 mm C80 J5 V Hartmetall/Guss;Schleifbockscheibe keramisch 200x25x76,2 mm C80 J5 V Hartmetall/Guss;Tyrolit Schleifbockscheibe 200x25x76,2 Hartmetall/Guss;Tyrolit Schleifbockscheibe 200x25x76,2 mm;Tyrolit Schleifbockscheibe 200x25x76,2;Tyrolit Schleifbockscheibe;keramisch 200x25x76,2 mm;Schleifbockscheiben keramisch konventionell;für Hartmetall und Gusseisen;Hochwertige keramisch konventionelle Schleifscheibe zum Schärfen von Vollhartmetall- oder hartmetallbestückten Werkzeugen sowie für die Bearbeitung von Werkstücken aus Gusseisen. Geeignet für den Schleifbock. ;Beim Schärfen von Vollhartmetall- oder hartmetallbestückten Werkzeugen sollten nur Scheiben mit Siliciumcarbid-Spezifikationen verwendet werden. Auf Grund ihrer speziellen Kornform erhalten Sie damit gute Ergebnisse auch auf sehr harten Werkstücken. Diese Scheibe kann auch zusätzlich für Gusseisen eingesetzt werden. Ein Reduzierringset ist bereits in der Verpackung enthalten (< H: 127mm) und kann auch nachbestellt werden.;Zum Schärfen von Vollhartmetall- oder hartmetallbestückten Werkzeugen sowie für die Bearbeitung von Werkstücken aus Gusseisen;;;Ein Reduzierringset ist bereits in der Verpackung enthalten und kann auch nachbestellt werden;;;;;Freischneidend;Optimierte Korngröße;;;;AKV10;;;;;;;;;;
103872;1 150x20x16 89A60M5AV55 40;1;ST;"Stahl;HSS";"Präzision Handel;B2C Shop";1 GERADE SCHLEIFSCHEIBE;9003171038729;;21011311;31191506;68042230;AT;X;40;5100;rpm;0,819;0,785;kg;1;;gerade Schleifscheibe;60;89A60M5AV55 /40;D x T x H;150 x 20 x 16;150;20;16;854__1_sn2699_front_mdb.jpg;854__1_sn2699_front_mdb.jpg;;;;;;;Keine Qualitätslinie;20009;Präzisionsschleifmittel;20053;Schleifbockscheiben;134;Schleifbock;854;Schleifbockscheiben keramisch konventionell für hochlegierte Stähle und HSS;Tyrolit Schleifbockscheibe keramisch 150x20x16 mm A60 M5 V Stahl/HSS;Schleifbockscheibe keramisch 150x20x16 mm A60 M5 V Stahl/HSS;Tyrolit Schleifbockscheibe 150x20x16 Stahl/HSS;Tyrolit Schleifbockscheibe 150x20x16 mm;Tyrolit Schleifbockscheibe 150x20x16;Tyrolit Schleifbockscheibe;keramisch 150x20x16 mm;Schleifbockscheiben keramisch konventionell;für hochlegierte Stähle und HSS;Hochwertige keramisch konventionelle Schleifscheibe zum Schleifen und Schärfen von temperaturempfindlichen Stählen und HSS-Werkzeugen. Geeignet für den Schleifbock. ;Diese Scheibe wird bevorzugt eingesetzt zum Schleifen und Schärfen von temperaturempfindlichen Stählen und HSS-Werkzeugen. Der Einsatz von Edelkorund erzeugt einen besonders kühlen Schliff, um das Werkstück nicht zusätzlich thermisch zu belasten. Wir bieten Ihnen ein großes Spektrum an Dimensionen, um die gängigsten Anwendungen abzudecken. Ein Reduzierringset ist bereits in der Verpackung enthalten und kann auch nachbestellt werden.;Zum Schleifen und Schärfen von temperaturempfindlichen Stählen und HSS-Werkzeugen;;;Ein Reduzierringset ist bereits in der Verpackung enthalten und kann auch nachbestellt werden;;;;;Kühler Schliff;Hohe Laufruhe;;;;AKV10;;;;;;;;;;
104376;12A2D 100x25x20 D91C75B52AL;1;ST;Hartmetall;Präzision Handel;12A2D SCHLEIFTELLER;9003171043761;9009011043762;21011313;31191506;68042100;AT;S;50;0;rpm;0,323;0,222;kg;12A2D;D;;91;5 - 3;D x T x H;100 x 25 x 20;100;25;20;889__12a2d_sn28162_front_mdb.jpg;889__12a2d_sn28162_front_mdb.jpg;;;;;;;Keine Qualitätslinie;20009;Präzisionsschleifmittel;20054;Werkzeugschleifscheiben;31317;Werkzeugschleifscheiben;889;CNC-Werkzeugschleifscheiben kunstharzgeb. Diamant für den Trockenschliff für Hartmetall;Tyrolit Diamant Schleifteller Trockenschliff 100x25x20 mm D91 B Hartmetall;Diamant Schleifteller Trockenschliff 100x25x20 mm D91 B Hartmetall;Tyrolit Schleifteller D91 B 100x25x20 Hartmetall;Tyrolit Schleifteller 100x25x20 Hartmetall;Tyrolit Schleifteller 100x25x20;Tyrolit Schleifteller;100x25x20 Hartmetall;CNC-Werkzeugschleifscheiben kunstharzgeb. Diamant für den Trockenschliff;für Hartmetall;Kunstharzgebundene Diamant-Schleifscheibe für den Trockenschliff aller spanabhebenden Werkzeuge aus Hartmetall in der Holz- und Metallindustrie sowie diverser Schermessern. Geeignet für CNC-Schleifmaschinen.;Dieses Werkzeug ermöglicht Ihnen das Schleifen sämtlicher spanabhebenden Werkzeuge aus Hartmetall für die Holz- und Metallindustrie sowie diverser Schermesser. Bei diesen Produkten handelt es sich um Teller- und Topfscheiben im Diamant-Korngrößenbereich D181 - D64. Diamantscheiben besitzen im Vergleich zu Siliciumcarbidscheiben einen wesentlich geringeren Verschleiß und eine höhere Maßhaltigkeit.;Für den Trockenschliff aller spanabhebenden Werkzeuge aus Hartmetall in der Holz- und Metallindustrie sowie diverser Schermessern;;;;;;;;Universeller Einsatz;Hohe Standzeiten;Kühler Schliff;;;DPD10;;;;;;;;;;
104604;52ZY 16x32-6x40 A36Q4B84;25;ST;Guss;Schleifen;52ZY SCHLEIFSTIFT;9003171046045;9009011046046;21011316;31191510;68042212;DE;X;50;0;rpm;0,026;0,026;kg;52ZY;ZY;Schleifstift zylindrisch;36;A 36 Q4 B84;D x T - S x L;16 x 32 - 6 x 40;16;32;0;415__52zy_32x40-6x40_a36q4b84_tn2249_mdb.jpg;415__52zy_32x40-6x40_a36q4b84_tn2249_mdb.jpg;;;;;;;PREMIUM;20005;Schleifstifte;20023;Schleifstifte;256;Geradschleifer;415;PREMIUM Kunstharzgebundene Schleifstifte für Gusseisen;Tyrolit Schleifstift Kunstharz 52ZY 16x32-6x40 A36 Q4 PREMIUM Guss;Schleifstift Kunstharz 52ZY 16x32-6x40 A36 Q4 PREMIUM Guss;Tyrolit Schleifstift Kunstharz 52ZY 16x32-6x40 Guss;Tyrolit Schleifstift 52ZY 16x32-6x40 B Guss;Tyrolit Schleifstift 52ZY 16x32-6x40;Tyrolit Schleifstift 52ZY B;16x32-6x40 A36 Guss;PREMIUM Kunstharzgebundene Schleifstifte;für Gusseisen;Hochleistungs Schleifstifte zum Entgraten, Anfasen und Kantenbrechen auf Gusseisen. Geeignet für alle gängigen Geradschleifer. ;Die PREMIUM Kunstharzstifte für den Geradschleifer wirken durch ihre Zusammensetzung schwingungsdämpfend und weisen daher eine geringe Schlagempfindlichkeit auf, was zu mehr Komfort und Sicherheit bei der täglichen Arbeit führt. Durch ihre besondere Qualität eignen sich diese Stifte bestens zum Entgraten, Anfasen und Kantenbrechen auf Gusseisen und liefern hochwertigste Ergebnisse.;Für Arbeiten auf Gusseisen wie Entgraten, Anfasen und Kantenbrechen;;;Korngröße 20 - 46 für Grobschleifen;"Verschiedene Härtegrade laut Spezifikation beachten: 
•	P: für hohe Aggressivität 
•	Q: universell einsetzbar
•	S: für hohe Standzeit

";Arbeitsgeschwindigkeit von max. 50 m/s beachten ;;;Kunstharzstifte wirken durch ihre Zusammensetzung schwingungsdämpfend und weisen daher eine geringe Schlagempfindlichkeit auf;Besonders für schwer zugängliche Stellen geeignet;Hohe Wirtschaftlichkeit;;;ABK20;;;;;;;;;;
104894;52A-00003 25x70-6x40 88A60P5V38;25;ST;Stahl;Schleifen;52A 00003 SCHLEIFSTIFT;9003171048940;9009011048941;21011316;31191510;68042230;US;X;35;0;rpm;0,085;0,078;kg;52A-3;A;;60;88A 60 P5 V38;D x T - S x L;25 x 70 - 6 x 40;25;70;0;416__52zy_32x40-6x40_88a46p5v38_tn2248_mdb.jpg;416__52zy_32x40-6x40_88a46p5v38_tn2248_mdb.jpg;;;;;;;PREMIUM;20005;Schleifstifte;20023;Schleifstifte;256;Geradschleifer;416;PREMIUM Keramische Stifte für Stahl;Tyrolit Schleifstift Keramisch 52A-3 25x70-6x40 A60 P5 PREMIUM Stahl;Schleifstift Keramisch 52A-3 25x70-6x40 A60 P5 PREMIUM Stahl;Tyrolit Schleifstift Keramisch 52A-3 25x70-6x40 Stahl;Tyrolit Schleifstift 52A-3 25x70-6x40 V Stahl;Tyrolit Schleifstift 52A-3 25x70-6x40;Tyrolit Schleifstift 52A-3 V;25x70-6x40 A60 Stahl;PREMIUM Keramische Stifte;für Stahl;Hochleistungs Schleifstifte zum Entgraten, Anfasen und Kantenbrechen auf verschiedensten Stahlqualitäten. Geeignet für alle gängigen Geradschleifer.;Die PREMIUM Keramischen Schleifstifte bieten oftmals die einzige Möglichkeit, um an schwer erreichbaren Stellen hochwertige Oberflächenergebnisse zu erzielen. Die Stifte garantieren höchstmögliche Standzeiten bei Entgratungs-, Anfas-, und Kantenbrecharbeiten. Durch die optimale Abstimmung aus Spanleistung und zu erreichendem Oberflächenergebnis, können beste Resultate auf verschiedensten Stahlqualitäten erreicht werden.;Für anspruchsvolle Arbeiten auf verschiedenen Stahlqualitäten wie Entgraten, Anfasen und Kantenbrechen;;;Korngröße 24 – 46 für Grobschleifen;Korngröße 60 – 90 für Feinschleifen ;"Verschiedene Härtegrade laut Spezifikation beachten: 
•	O: für hohe Aggressivität
•	P: universell einsetzbar 
";Arbeitsgeschwindigkeit von max. 50 m/s beachten ;;Bietet optimale Abstimmung aus Spannleistung und zu erreichendem Oberflächenergebnis;Besonders für schwer zugängliche Stellen geeignet;Dank keramischer Bindung mit Edelkorund Rosa ideal für unlegierte Stähle;;;AKK10;;;;;;;;;;
